"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: compute","Param: count","Param: cpu","Param: items","Param: maxConcurrency","Param: parallelism","Param: size","Param: times","Param: work"
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrDefaultWithPredicateAndEmptyFlowable","thrpt",1,1,972.438149,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrDefaultWithPredicateAndTooManyElements","thrpt",1,1,2209.226046,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrDefaultWithPredicateAndTooManyElementsFlowable","thrpt",1,1,1297.163662,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrDefaultWithPredicateFlowable","thrpt",1,1,842.412858,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrDefaultWithTooManyElements","thrpt",1,1,2165.708099,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrDefaultWithTooManyElementsFlowable","thrpt",1,1,1273.586498,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrError","thrpt",1,1,470958.761308,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrErrorError","thrpt",1,1,528947.608870,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrErrorMultipleElements","thrpt",1,1,436140.501378,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrErrorNoElement","thrpt",1,1,476599.841001,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleOrErrorOneElement","thrpt",1,1,7295884.498383,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleRequestsExactlyWhatItNeedsIf1RequestedFlowable","thrpt",1,1,8718418.569177,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithBackpressureFlowable","thrpt",1,1,1730.205980,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithEmpty","thrpt",1,1,1569.339542,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithEmptyFlowable","thrpt",1,1,980.374930,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithPredicate","thrpt",1,1,2706.459364,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithPredicateAndEmpty","thrpt",1,1,1256.796662,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithPredicateAndEmptyFlowable","thrpt",1,1,1049.688003,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithPredicateAndTooManyElements","thrpt",1,1,2390.187141,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithPredicateAndTooManyElementsFlowable","thrpt",1,1,1227.930709,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithPredicateFlowable","thrpt",1,1,899.608022,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithTooManyElements","thrpt",1,1,2349.960328,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSingleTest._Benchmark.benchmark_singleWithTooManyElementsFlowable","thrpt",1,1,1277.722035,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_dispose","thrpt",1,1,9565579.192505,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_doubleOnSubscribe","thrpt",1,1,415040.671614,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_error","thrpt",1,1,537051.303104,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_skipLast1","thrpt",1,1,692.453466,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_skipLast2","thrpt",1,1,1164.705643,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_skipLastEmpty","thrpt",1,1,1215.142181,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_skipLastWithBackpressure","thrpt",1,1,57450.807967,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_skipLastWithNegativeCount","thrpt",1,1,602163.864992,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTest._Benchmark.benchmark_skipLastWithZeroCount","thrpt",1,1,745.290602,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_badRequest","thrpt",1,1,339402.829003,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_delayErrorMoreWork","thrpt",1,1,1436151.820270,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_dispose","thrpt",1,1,3212783.777533,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_doubleOnSubscribe","thrpt",1,1,357098.043561,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_errorDelayed","thrpt",1,1,466307.288008,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_observeOn","thrpt",1,1,5603.341428,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_onNextDisposeRace","thrpt",1,1,35.681130,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_skipLastTimed","thrpt",1,1,468.675172,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_skipLastTimedCompleteBeforeTime","thrpt",1,1,835.695043,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_skipLastTimedCustomSchedulerDelayError","thrpt",1,1,1.841998,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_skipLastTimedDefaultScheduler","thrpt",1,1,1.841561,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_skipLastTimedDefaultSchedulerDelayError","thrpt",1,1,1.857674,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_skipLastTimedErrorBeforeTime","thrpt",1,1,1145.611949,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_skipLastTimedWhenAllElementsAreValid","thrpt",1,1,602.988518,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipLastTimedTest._Benchmark.benchmark_take","thrpt",1,1,1947599.548561,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_backpressureMultipleSmallAsyncRequests","thrpt",1,1,4.433771,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_dispose","thrpt",1,1,6377858.104065,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_doubleOnSubscribe","thrpt",1,1,404755.735486,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_requestOverflowDoesNotOccur","thrpt",1,1,4203582.634408,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_skipEmptyStream","thrpt",1,1,866.499604,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_skipError","thrpt",1,1,920.332592,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_skipMultipleObservers","thrpt",1,1,524.556440,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_skipNegativeElements","thrpt",1,1,550221.967422,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_skipOneElement","thrpt",1,1,730.424862,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_skipTwoElements","thrpt",1,1,754.301050,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTest._Benchmark.benchmark_skipZeroElements","thrpt",1,1,532.222176,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTimedTest._Benchmark.benchmark_skipTimed","thrpt",1,1,480.745274,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTimedTest._Benchmark.benchmark_skipTimedDefaultScheduler","thrpt",1,1,434104.643881,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTimedTest._Benchmark.benchmark_skipTimedErrorAfterTime","thrpt",1,1,416.059878,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTimedTest._Benchmark.benchmark_skipTimedErrorBeforeTime","thrpt",1,1,884.115768,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipTimedTest._Benchmark.benchmark_skipTimedFinishBeforeTime","thrpt",1,1,863.886384,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipUntilTest._Benchmark.benchmark_dispose","thrpt",1,1,8065.147489,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipUntilTest._Benchmark.benchmark_doubleOnSubscribe","thrpt",1,1,6520.963159,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipUntilTest._Benchmark.benchmark_normal1","thrpt",1,1,778.778517,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipUntilTest._Benchmark.benchmark_otherEmpty","thrpt",1,1,1361.282348,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipUntilTest._Benchmark.benchmark_otherFiresAndCompletes","thrpt",1,1,799.937970,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipUntilTest._Benchmark.benchmark_otherNeverFires","thrpt",1,1,1227.044886,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipUntilTest._Benchmark.benchmark_otherThrowsImmediately","thrpt",1,1,1059.739065,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipUntilTest._Benchmark.benchmark_sourceThrows","thrpt",1,1,1016.188977,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_dispose","thrpt",1,1,7979.578161,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_doubleOnSubscribe","thrpt",1,1,6876.706322,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_error","thrpt",1,1,7017.778859,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_skipEmpty","thrpt",1,1,1117.675454,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_skipError","thrpt",1,1,1001.092089,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_skipEverything","thrpt",1,1,1096.099634,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_skipManySubscribers","thrpt",1,1,85.408468,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_skipNothing","thrpt",1,1,654.924297,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_skipSome","thrpt",1,1,556.742866,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSkipWhileTest._Benchmark.benchmark_skipWithIndex","thrpt",1,1,646.577945,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_emptyCompletableComplete","thrpt",1,1,5686118.235767,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_emptyFlowableEmpty","thrpt",1,1,1693.954918,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_emptyFlowableJust","thrpt",1,1,4652.418181,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_emptyMaybeJust","thrpt",1,1,4394.211424,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_emptySingleJust","thrpt",1,1,4332.198433,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_justCompletableComplete","thrpt",1,1,4895882.412457,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_justFlowableJust","thrpt",1,1,3779312.374483,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_justMaybeJust","thrpt",1,1,4210999.705941,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_justSingleJust","thrpt",1,1,4190554.194093,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_runCompletableError","thrpt",1,1,7547.274465,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_runFlowableError","thrpt",1,1,8498.200813,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_runMaybeError","thrpt",1,1,7198.159840,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableStartWithTest._Benchmark.benchmark_runSingleError","thrpt",1,1,7668.603008,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_backpressureReschedulesCorrectly","thrpt",1,1,8004.626861,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_badRequest","thrpt",1,1,393661.348013,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_cancelBeforeActualSubscribe","thrpt",1,1,4037004.054136,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_deferredRequestRace","thrpt",1,1,23.638297,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_dispose","thrpt",1,1,7707209.939827,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_issue813","thrpt",1,1,55419.902708,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_nonScheduledRequests","thrpt",1,1,0.678099,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_nonScheduledRequestsNotSubsequentSubscribeOn","thrpt",1,1,0.667311,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_onError","thrpt",1,1,83578.565345,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_scheduledRequests","thrpt",1,1,0.730085,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_scheduledRequestsNotSubsequentSubscribeOn","thrpt",1,1,0.727826,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_setProducerSynchronousRequest","thrpt",1,1,8098.844356,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSubscribeOnTest._Benchmark.benchmark_unsubscribeInfiniteStream","thrpt",1,1,4.523148,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_backpressureNoRequest","thrpt",1,1,6045389.960992,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_backpressureOnFirstObservable","thrpt",1,1,6476206.075275,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_requestsNotLost","thrpt",1,1,1.681699,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_switchRequestAlternativeObservableWithBackpressure","thrpt",1,1,2735501.754985,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_switchShouldNotTriggerUnsubscribe","thrpt",1,1,9314643.599561,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_switchTriggerUnsubscribe","thrpt",1,1,8606535.976908,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_switchWhenEmpty","thrpt",1,1,5982127.587701,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_switchWhenNotEmpty","thrpt",1,1,6753476.957690,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchIfEmptyTest._Benchmark.benchmark_switchWithProducer","thrpt",1,1,6004206.209293,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_asyncFusedInner","thrpt",1,1,6612.459056,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_backpressure","thrpt",1,1,4929.622789,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_badInnerSource","thrpt",1,1,5253.979993,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_badMainSource","thrpt",1,1,6226.598170,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_badRequest","thrpt",1,1,6472.822358,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_badSource","thrpt",1,1,5470.906285,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_cancellationShouldTriggerInnerCancellationRace","thrpt",1,1,0.785542,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_delayErrors","thrpt",1,1,3439.310237,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_dispose","thrpt",1,1,7577.549471,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_doubleOnSubscribe","thrpt",1,1,6129.773418,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_drainCancelRace","thrpt",1,1,4.890438,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_emptyInner","thrpt",1,1,7267.954079,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_fusedBoundary","thrpt",1,1,33.337710,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_fusedInnerCrash","thrpt",1,1,5798.306275,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_initialRequestsAreAdditive","thrpt",1,1,1.864925,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_initialRequestsDontOverflow","thrpt",1,1,1.845590,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerCancelledOnMainError","thrpt",1,1,6135.186593,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerCompleted","thrpt",1,1,6080.065192,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerCompletedBackpressureBoundary","thrpt",1,1,5407.142952,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerCompletedBackpressureBoundaryDelayError","thrpt",1,1,5058.029716,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerCompletedDelayError","thrpt",1,1,6712.924123,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerCompletesReentrant","thrpt",1,1,6034.729212,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerErrorsReentrant","thrpt",1,1,5620.823101,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerFailed","thrpt",1,1,6484.181225,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerIgnoresCancelAndErrors","thrpt",1,1,5457.926932,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_innerOverflow","thrpt",1,1,5736.712927,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_issue2654","thrpt",1,1,0.337308,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_justInner","thrpt",1,1,6937.633004,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_mapperThrows","thrpt",1,1,6639.390128,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_nextCancelRace","thrpt",1,1,17.764217,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_nextSourceErrorRace","thrpt",1,1,3.940918,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_outerInnerErrorRace","thrpt",1,1,3.946816,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_scalarMap","thrpt",1,1,7809.049514,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_scalarMapDelayError","thrpt",1,1,7586.615220,NaN,"ops/s",,,,,,,,,
"io.reactivex.rxjava3.internal.operators.flowable.FlowableSwitchTest._Benchmark.benchmark_scalarXMap","thrpt",1,1,7182.947192,NaN,"ops/s",,,,,,,,,
