"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: compute","Param: count","Param: cpu","Param: items","Param: maxConcurrency","Param: parallelism","Param: size","Param: times","Param: work"
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,25607.670274,NaN,"ops/s",,,,10,1,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,20889.040503,NaN,"ops/s",,,,10,1,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,13727.717460,NaN,"ops/s",,,,10,1,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,25756.733660,NaN,"ops/s",,,,10,8,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,22750.072551,NaN,"ops/s",,,,10,8,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,21331.848313,NaN,"ops/s",,,,10,8,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,16085.135194,NaN,"ops/s",,,,10,8,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,26120.209738,NaN,"ops/s",,,,10,32,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,27764.167154,NaN,"ops/s",,,,10,32,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,25259.057215,NaN,"ops/s",,,,10,32,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,17707.614706,NaN,"ops/s",,,,10,32,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,23685.070569,NaN,"ops/s",,,,10,128,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,25391.684054,NaN,"ops/s",,,,10,128,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,18738.036227,NaN,"ops/s",,,,10,128,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,16833.827849,NaN,"ops/s",,,,10,128,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,25104.836447,NaN,"ops/s",,,,10,256,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,22716.677977,NaN,"ops/s",,,,10,256,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,25147.196694,NaN,"ops/s",,,,10,256,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,16863.785220,NaN,"ops/s",,,,10,256,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,2906.507266,NaN,"ops/s",,,,100,1,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,1640.536861,NaN,"ops/s",,,,100,1,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,2485.105211,NaN,"ops/s",,,,100,1,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,1363.556743,NaN,"ops/s",,,,100,1,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3350.423414,NaN,"ops/s",,,,100,8,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3068.113385,NaN,"ops/s",,,,100,8,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,2645.801187,NaN,"ops/s",,,,100,8,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,2561.095917,NaN,"ops/s",,,,100,8,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3977.004859,NaN,"ops/s",,,,100,32,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3339.504943,NaN,"ops/s",,,,100,32,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5118.280376,NaN,"ops/s",,,,100,32,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3935.160098,NaN,"ops/s",,,,100,32,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4161.206665,NaN,"ops/s",,,,100,128,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5885.943663,NaN,"ops/s",,,,100,128,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5089.226010,NaN,"ops/s",,,,100,128,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4461.742351,NaN,"ops/s",,,,100,128,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4665.464566,NaN,"ops/s",,,,100,256,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5156.650533,NaN,"ops/s",,,,100,256,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5124.092982,NaN,"ops/s",,,,100,256,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4449.421485,NaN,"ops/s",,,,100,256,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,281.130017,NaN,"ops/s",,,,1000,1,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,205.287314,NaN,"ops/s",,,,1000,1,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,262.762827,NaN,"ops/s",,,,1000,1,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,143.539030,NaN,"ops/s",,,,1000,1,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,267.009927,NaN,"ops/s",,,,1000,8,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,345.853117,NaN,"ops/s",,,,1000,8,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,299.075091,NaN,"ops/s",,,,1000,8,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,221.255081,NaN,"ops/s",,,,1000,8,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,376.283360,NaN,"ops/s",,,,1000,32,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,334.896251,NaN,"ops/s",,,,1000,32,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,426.130170,NaN,"ops/s",,,,1000,32,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,284.118841,NaN,"ops/s",,,,1000,32,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,418.581332,NaN,"ops/s",,,,1000,128,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,420.335128,NaN,"ops/s",,,,1000,128,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,465.827251,NaN,"ops/s",,,,1000,128,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,554.324525,NaN,"ops/s",,,,1000,128,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,474.807257,NaN,"ops/s",,,,1000,256,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,507.234503,NaN,"ops/s",,,,1000,256,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,484.112948,NaN,"ops/s",,,,1000,256,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,597.486802,NaN,"ops/s",,,,1000,256,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,28.703183,NaN,"ops/s",,,,10000,1,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,27.524706,NaN,"ops/s",,,,10000,1,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,25.609345,NaN,"ops/s",,,,10000,1,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,15.483978,NaN,"ops/s",,,,10000,1,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,44.081402,NaN,"ops/s",,,,10000,8,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,44.349329,NaN,"ops/s",,,,10000,8,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,37.345278,NaN,"ops/s",,,,10000,8,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,21.815661,NaN,"ops/s",,,,10000,8,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,41.213881,NaN,"ops/s",,,,10000,32,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,39.606045,NaN,"ops/s",,,,10000,32,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,45.652671,NaN,"ops/s",,,,10000,32,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,18.083329,NaN,"ops/s",,,,10000,32,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,48.448802,NaN,"ops/s",,,,10000,128,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,47.774342,NaN,"ops/s",,,,10000,128,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,49.900440,NaN,"ops/s",,,,10000,128,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,55.174479,NaN,"ops/s",,,,10000,128,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,51.033748,NaN,"ops/s",,,,10000,256,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,54.973822,NaN,"ops/s",,,,10000,256,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,48.102116,NaN,"ops/s",,,,10000,256,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,54.306629,NaN,"ops/s",,,,10000,256,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,2.961397,NaN,"ops/s",,,,100000,1,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,2.728957,NaN,"ops/s",,,,100000,1,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,2.748944,NaN,"ops/s",,,,100000,1,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,1.620872,NaN,"ops/s",,,,100000,1,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3.975122,NaN,"ops/s",,,,100000,8,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4.151301,NaN,"ops/s",,,,100000,8,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3.824498,NaN,"ops/s",,,,100000,8,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3.427537,NaN,"ops/s",,,,100000,8,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,3.948098,NaN,"ops/s",,,,100000,32,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4.749149,NaN,"ops/s",,,,100000,32,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4.367291,NaN,"ops/s",,,,100000,32,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4.697323,NaN,"ops/s",,,,100000,32,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5.228279,NaN,"ops/s",,,,100000,128,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5.227399,NaN,"ops/s",,,,100000,128,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,4.879646,NaN,"ops/s",,,,100000,128,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5.966706,NaN,"ops/s",,,,100000,128,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5.415639,NaN,"ops/s",,,,100000,256,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5.460827,NaN,"ops/s",,,,100000,256,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,5.469525,NaN,"ops/s",,,,100000,256,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,6.435669,NaN,"ops/s",,,,100000,256,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.382136,NaN,"ops/s",,,,1000000,1,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.385165,NaN,"ops/s",,,,1000000,1,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.357339,NaN,"ops/s",,,,1000000,1,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.202031,NaN,"ops/s",,,,1000000,1,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.436397,NaN,"ops/s",,,,1000000,8,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.526960,NaN,"ops/s",,,,1000000,8,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.526939,NaN,"ops/s",,,,1000000,8,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.503020,NaN,"ops/s",,,,1000000,8,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.573619,NaN,"ops/s",,,,1000000,32,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.592088,NaN,"ops/s",,,,1000000,32,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.521102,NaN,"ops/s",,,,1000000,32,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.711656,NaN,"ops/s",,,,1000000,32,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.603310,NaN,"ops/s",,,,1000000,128,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.564915,NaN,"ops/s",,,,1000000,128,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.605360,NaN,"ops/s",,,,1000000,128,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.737431,NaN,"ops/s",,,,1000000,128,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.503432,NaN,"ops/s",,,,1000000,256,,,,1
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.629675,NaN,"ops/s",,,,1000000,256,,,,10
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.620592,NaN,"ops/s",,,,1000000,256,,,,100
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableAsyncPerf.flatMapCompletable","thrpt",1,1,0.701331,NaN,"ops/s",,,,1000000,256,,,,1000
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,48993026.950222,NaN,"ops/s",,,,1,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,50449467.395434,NaN,"ops/s",,,,1,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,48074316.822677,NaN,"ops/s",,,,1,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,50120807.541333,NaN,"ops/s",,,,1,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,50935588.399891,NaN,"ops/s",,,,1,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1261157.348914,NaN,"ops/s",,,,10,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1500483.893336,NaN,"ops/s",,,,10,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1148059.311163,NaN,"ops/s",,,,10,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1374249.525184,NaN,"ops/s",,,,10,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1233616.501913,NaN,"ops/s",,,,10,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,144325.376522,NaN,"ops/s",,,,100,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,144674.384713,NaN,"ops/s",,,,100,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,151131.014289,NaN,"ops/s",,,,100,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,138716.210815,NaN,"ops/s",,,,100,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,142075.109067,NaN,"ops/s",,,,100,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,16520.166878,NaN,"ops/s",,,,1000,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,16237.901414,NaN,"ops/s",,,,1000,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,16851.660049,NaN,"ops/s",,,,1000,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,17414.759487,NaN,"ops/s",,,,1000,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,17571.651863,NaN,"ops/s",,,,1000,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1810.124715,NaN,"ops/s",,,,10000,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1824.181917,NaN,"ops/s",,,,10000,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1730.091699,NaN,"ops/s",,,,10000,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1826.890603,NaN,"ops/s",,,,10000,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,1820.467888,NaN,"ops/s",,,,10000,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,171.747368,NaN,"ops/s",,,,100000,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,177.254728,NaN,"ops/s",,,,100000,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,184.631572,NaN,"ops/s",,,,100000,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,182.352385,NaN,"ops/s",,,,100000,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,185.243575,NaN,"ops/s",,,,100000,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,17.581208,NaN,"ops/s",,,,1000000,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,17.558054,NaN,"ops/s",,,,1000000,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,16.487948,NaN,"ops/s",,,,1000000,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,17.310401,NaN,"ops/s",,,,1000000,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMap","thrpt",1,1,17.158655,NaN,"ops/s",,,,1000000,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,5931463.458894,NaN,"ops/s",,,,1,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,5887594.685844,NaN,"ops/s",,,,1,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,5912789.326435,NaN,"ops/s",,,,1,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,5787862.918898,NaN,"ops/s",,,,1,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,5872533.683822,NaN,"ops/s",,,,1,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,1032308.568104,NaN,"ops/s",,,,10,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,1036428.125066,NaN,"ops/s",,,,10,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,1106148.952385,NaN,"ops/s",,,,10,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,993553.913733,NaN,"ops/s",,,,10,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,1008203.799309,NaN,"ops/s",,,,10,256,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,89212.893115,NaN,"ops/s",,,,100,1,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,109884.570316,NaN,"ops/s",,,,100,8,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,106941.427236,NaN,"ops/s",,,,100,32,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,108991.876107,NaN,"ops/s",,,,100,128,,,,
"io.reactivex.rxjava3.core.FlowableFlatMapCompletableSyncPerf.flatMapCompletable","thrpt",1,1,101329.921739,NaN,"ops/s",,,,100,256,,,,
